,0
139,40.002283844936755
140,46.644538715774615
141,40.089720489302636
142,42.20586910955171
143,43.86012938458953
144,30.952533700832646
145,46.49219583318518
146,41.147083155246946
147,47.234287597817456
148,15.807143040019582
149,40.668015050614486
150,40.799996553638266
151,54.525805459365074
152,32.10894209365324
153,43.5905502184869
154,16.71160733828583
155,15.504331560310675
156,27.205513881017396
157,42.50538180421245
158,45.506075525130655
159,39.81286786723467
160,47.30266490311442
161,41.90873946634565
162,13.257281488833542
163,47.18820709244574
164,41.47127632032607
165,35.71034236415289
166,51.61546890429781
167,45.479462494968175
168,37.38826076364967
169,31.200745112422737
170,12.95168324021688
171,48.30536676407064
172,54.13295015269978
173,37.7650622966994
174,51.66151136868939
175,36.35706700677838
176,13.23083234364276
177,44.92857427251511
178,45.85162427012983
179,39.78920416199071
180,9.60910049767881
181,51.573003607762075
182,33.82651092201013
183,16.16137802718731
184,22.347936434609437
185,30.801944191536677
186,30.127262049149067
187,22.714477451179846
188,42.49361354853863
189,13.871860438714066
190,43.871763649904096
191,39.535950827976194
192,38.706711922166505
193,48.41757016956217
194,16.119214117516094
195,40.04526351351706
196,38.03904222716483
197,42.622007962945645
198,40.10572537985354
199,46.32151806907132
200,33.93205289294747
201,47.99254606368049
202,33.78562105798483
203,43.67986687825032
204,28.376089937353754
205,37.221620746951885
206,50.145273416523196
207,34.29419228092047
208,29.14922304283573
209,41.24579628468928
210,49.39265208685538
211,44.008267742889075
212,37.54931797032077
213,51.61837878177539
214,35.481418540277446
215,46.46261242107175
216,32.64645322101751
217,41.47938714146039
218,43.12100696129346
219,42.409700689029705
220,44.84013415069785
221,39.13169847033896
222,48.76099030250043
223,38.69199475893947
224,41.92356068897243
225,48.0828222244927
226,13.66416189418851
227,43.43928011911885
228,34.3471170054836
229,27.292240205535563
230,36.1088064245796
231,13.12291870754234
232,12.095183180366803
233,44.202165224865894
234,33.92201264850519
235,43.382601320123285
236,54.472776028882436
237,38.20991334265818
238,37.84863306080479
239,34.772630696668784
240,33.292753111676575
241,46.80074314837293
242,33.773048270963045
243,46.38096610875073
244,38.490630845137275
245,45.51143810756548
246,43.51834240520839
247,31.7012817238392
248,31.318306687886434
249,7.259423785711988
250,39.548335647092244
251,23.916465667251032
252,50.30483185293997
253,26.127804300702337
254,47.189740449686724
255,8.56080479074808
256,37.72797104956226
257,39.38211269246858
258,51.20500125100989
259,32.75625508297526
260,37.12210578184204
261,29.56299479432164
262,44.5561765242328
263,35.58334985599686
264,39.807021680111575
265,40.0963849569398
266,33.70536869362513
267,36.617282354411145
268,45.575963213765135
269,32.333415427721775
270,42.17822251298276
271,43.69491539318551
272,39.78711399562599
273,42.12089990974346
274,42.36658388681826
275,47.21643569515254
276,37.0361323172383
277,30.86080033746657
278,43.50137778146018
279,40.14130735760409
280,47.58680105206986
281,53.18447608816132
282,31.501649217072554
283,32.7109493025273
284,43.10198070590195
285,36.34078123431209
286,50.56251285790495
287,36.96077621526092
288,47.616100716406436
289,46.98866593434468
290,31.055365164005707
291,45.01969430326608
292,38.70628432878584
293,42.474129328253184
294,44.83888871893214
295,30.322007885511994
296,41.82768653536186
297,33.926375873197685
298,14.913251177664279
299,47.19767030121875
300,44.865125320382504
301,29.463275512454857
302,30.924115382758828
303,32.97880759522741
304,34.21690577851223
305,45.094496276562495
306,42.05946963117822
307,20.980523041631386
308,46.656309818725276
309,25.005120384514157
310,31.66401185823088
311,40.227079679854796
312,44.115162041432995
313,45.75764562269978
314,46.62808366104946
315,35.851137329975245
316,45.35285688994736
317,37.404917639196356
318,54.01812133318708
319,35.16203037205014
320,11.683128844679231
321,41.502641670027515
322,39.909195661570266
323,43.57911491843697
324,30.52269624134351
325,39.28628163369103
326,47.930225982647244
327,44.12037725209666
328,33.77960593947864
329,12.835075632572625
330,24.24698459652427
331,12.045237895092214
332,33.12574471746666
333,42.958544349254225
334,39.161841573562924
335,41.365442812288165
336,37.00066255962338
337,35.31678422410005
338,41.56385720554681
339,49.8985968117795
340,34.2844180215161
341,38.10538935822842
342,49.14684019753622
343,42.09904049923716
344,27.968185822934174
345,39.854721720999805
346,33.86945239076158
347,9.77521563776645
348,46.5339364590709
349,42.88715867042265
350,40.60493159577527
351,32.230585844507004
352,25.83875863657522
353,35.53375057077392
354,31.56451657531761
355,48.24575218818791
356,39.582394019882486
357,51.78890909358233
358,47.0849267154299
359,28.431961826514453
360,45.00255266027307
361,39.58771082771818
362,43.692240785419926
363,48.8311182935995
364,41.54616606770833
365,29.477616225349266
366,25.584907001910324
367,30.06525304925708
368,39.94455225183265
369,27.057978121923952
370,43.26044556586203
371,44.03894485050296
372,38.951182516564586
373,43.28548774470801
374,47.390012303243566
375,30.148591813598614
376,33.40201837785753
377,48.25676663037848
378,39.763100350706736
379,50.25577148235243
380,46.530102990423984
381,53.82139403825386
382,13.253413046753849
383,36.504631080808394
384,12.240526747249532
385,50.37010170743997
386,40.480800026523866
387,30.583396711592286
388,33.5507896788331
389,39.78052778593701
390,43.931204757027444
391,31.00238407454526
392,37.54847050382705
393,41.57423062197449
394,15.170667015434447
395,38.714984566347994
396,27.659331570519498
397,44.33757398441958
398,33.30386306946275
399,39.25337056779972
400,40.13214357997276
401,32.25918473482125
402,38.79094653671382
403,44.043365304338295
404,45.8186201732442
405,36.94535018333954
406,48.5734896002632
407,25.88615922109966
408,31.045734921128314
409,13.583484730368582
410,48.86972951027565
411,45.85778595721058
412,43.74562189669996
413,52.67947975929383
